Text,Sentiment
['delicious though lot sugar also distribute vitamin c trouble getting kid eat orange river strawberry anything vitamin 100 avail trade upright price especially food discount give up the ghost'],positive
['try many version stevia ane seems taste best'],positive
['muffiins dead taste added supernumerary sweetener ginger ceylon cinnamon tree tasted a lot better'],negative
['newbie follow homemade waffle purchased belgian waffle maker amazon looking good recipe waffle reading revaluation waffle maker many mentioned waffle intermixture figured would give effort instead making glad use crest adding milk instead water followed rest direction exactly start finish morning enjoying fresh waffle minute perceptiveness restaurant quality easier imagined'],positive
['wanted something fill new flask bought scoured whiskey aisle product caught eye boy glad one bottle apportion friend weekend ready raw best loved admit others bit unfermented hey expect maple syrup try disappoint'],positive
['unusual treat normally would think getting however get surprised nutrient actually surprise await examine newfangled affair'],positive
['firecracker great dainty gluten intolerant well may front potato chip substitute rice cracker bonbon good flavor just crunch decent salt'],positive
['bribe tea jungle jims absolutely love frangrance steeping gustatory perception tremendous still make iced tea'],positive
['tasty bang up item around fellowship pull cracker place cream malva sylvestris even havarti edam work advantageously top yummy hole hard find live'],positive
['think would wish umber granola awesome stuff starve something sweet hit do it eating healthy alternative chocolate usually eat walnut cranberry gravy really good collation want something afters'],positive
['tasty collation enjoyed might little hard tooth problem otherwise okay oat walnut tree cranberry little chocolate good combination'],positive
"[""purchase commissary perfect collation size combination cracker tuna have balance protein carb ratio full calorie calorie per repast eat little meal every hour taste spicey yummy without sauce tried dissimilar brand sauce tuna yuck also use make tuna cake add seasoning hit become grease one's palms case commissary share lady group hoping amazon get order automatic subscription even hubbie seafood person erotic love""]",positive
['wanton prepare filling tasty made salad one box everyone loved'],positive
['order came promptly love easy way take a shit flavor accession bit intellectual nourishment likely try product line food for thought blogger right yummy'],positive
['buying haribo mathematical product year noticed still starting cast sugar rearward product tasty usual'],positive
['kona taste heavy ever glad find site steal burned'],positive
['kid enjoy served tender pita gelt lunch little spicy husband disaccord quick prosperous tasty'],positive
"[""fast delivery like fact getting trace mineral atomic number 53 better normal table salt also grease one's palms bulk software program""]",positive
